AUN,SchoolNumber,aun2,LEAName,SchoolName,ReadingPctProf1314,EconDisadv,DataElement.1,DataElement.2,DataElement.3,DataElement.4,DataElement.5,DataElement.6,DataElement.7,DataElement.8,Attendance1314,GradRate1314,Academic1314,Grade3Read1314,MathPctProf1314,Reading1314,SciBio1314,NumBlack,DropRate,PctELL,NumFemale
126515001,5183,1265150015183,Philadelphia City SD,Bethune Mary McLeod Sch,NA,95.65,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.66,NA,51.7,36.36,31.38,26.81,19.13,70.58,0,10.03,48.81
126515001,5185,1265150015185,Philadelphia City SD,Hamilton Andrew Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.34,NA,51.7,28.57,47.62,45.77,27.03,91.38,0.18,0.17,47.76
126515001,5187,1265150015187,Philadelphia City SD,Heston Edward Sch,NA,92.38,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,88.31,NA,51.1,38.30,34.29,25.10,20.78,94.92,0,0.18,50.45
126515001,5188,1265150015188,Philadelphia City SD,Wright Richard R Sch,NA,90.39,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.37,NA,47.3,23.81,25.16,19.62,30.19,89.9,Not Applicable,0.74,45.57
126515001,5292,1265150015292,Philadelphia City SD,Allen Dr Ethel Sch,NA,97.11,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.54,NA,51.4,37.04,23.42,24.85,13.76,94.53,0,0,49.36
126515001,5293,1265150015293,Philadelphia City SD,McKinley William Sch,NA,93.72,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.49,NA,48.1,39.28,32.98,34.40,20.41,35.83,0,11.13,50
126515001,5294,1265150015294,Philadelphia City SD,Kelly John B Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.04,NA,64.2,40.86,40.98,37.83,34.48,89.75,Not Applicable,0.45,46.21
126515001,6525,1265150016525,Philadelphia City SD,Conwell Russell MS,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,94.20,NA,82.9,NA,77.74,77.37,61.85,46.09,0.15,1.16,56.91
126515001,6528,1265150016528,Philadelphia City SD,Harrington Avery D Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.03,NA,61.0,65.22,51.27,52.94,52.94,92.93,0,0.39,54.22
126515001,6529,1265150016529,Philadelphia City SD,Brown Joseph H Sch,NA,82.21,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.80,NA,67.8,38.09,50.61,43.03,66.67,23.22,Not Applicable,8.8,50.37
126515001,6530,1265150016530,Philadelphia City SD,Lea Henry C Sch,NA,93.68,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.37,NA,56.8,19.23,29.58,29.82,28.42,82.86,0,10.98,41.76
126515001,6533,1265150016533,Philadelphia City SD,Longstreth William C Sch,NA,94,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.06,NA,48.5,30.19,28.05,31.35,17.36,97.18,0.84,1.41,48.68
126515001,6534,1265150016534,Philadelphia City SD,McClure Alexander K Sch,NA,93.7,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.74,NA,48.9,32.93,31.11,28.00,34.67,32.54,Not Applicable,19.93,53.83
126515001,6535,1265150016535,Philadelphia City SD,Morton Thomas G Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.70,NA,53.1,21.70,33.44,23.51,31.91,84.79,Not Applicable,10.06,46.83
126515001,6539,1265150016539,Philadelphia City SD,Pennypacker Samuel Sch,NA,96.67,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.63,NA,59.6,39.13,34.62,33.65,30.99,93.33,Not Applicable,2.14,46.67
126515001,6544,1265150016544,Philadelphia City SD,Willard Frances E Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.55,NA,65.4,42.86,58.28,40.40,42.66,31.24,Not Applicable,9.77,51.03
126515001,6548,1265150016548,Philadelphia City SD,Parkway Northwest,2.84,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.93,92.73,48.2,NA,42.47,61.64,12.50,95.44,0.39,0,56.84
126515001,6675,1265150016675,Philadelphia City SD,King Martin Luther HS,0.00,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,81.55,49.14,39.4,NA,11.56,24.58,3.49,97.19,8.68,2.35,40.62
126515001,6765,1265150016765,Philadelphia City SD,Prince Hall,NA,97.79,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.40,NA,51.8,37.18,30.47,32.03,42.47,91.16,Not Applicable,0.55,44.57
126515001,6767,1265150016767,Philadelphia City SD,Clemente Roberto MS,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.17,NA,40.5,NA,19.91,20.05,2.92,30.89,0.56,22.97,45.37
126515001,6822,1265150016822,Philadelphia City SD,Franklin LC,8.39,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.92,88.41,67.2,NA,62.75,85.71,46.08,47.98,0.52,2.33,60.95
126515001,6823,1265150016823,Philadelphia City SD,Amy At Martin,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.14,NA,66.6,NA,58.81,64.95,44.64,21.45,0,0.26,53.23
126515001,7022,1265150017022,Philadelphia City SD,Middle Years Alternative,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.85,NA,66.2,NA,63.90,66.43,33.67,81.67,1.66,5,59
126515001,7175,1265150017175,Philadelphia City SD,DeBurgos Bilingual Magnet MS,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.18,NA,56.8,36.67,44.57,30.20,28.22,12.09,0.15,20.43,50.79
126515001,7225,1265150017225,Philadelphia City SD,Waring Laura W Sch,NA,93.5,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.54,NA,62.6,50.00,50.00,44.71,38.60,74.58,0,1.13,48.87
126515001,7226,1265150017226,Philadelphia City SD,Fell D Newlin Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.62,NA,68.4,52.00,66.37,57.31,53.47,10.65,0,22.8,44.86
126515001,7228,1265150017228,Philadelphia City SD,Key Francis Scott Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,95.26,NA,60.8,63.16,61.54,43.30,30.14,11.4,Not Applicable,36.45,50.09
126515001,7230,1265150017230,Philadelphia City SD,Carnell Laura H Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.54,NA,58.5,27.54,30.91,26.34,33.12,56.41,Not Applicable,17.69,46.08
126515001,7231,1265150017231,Philadelphia City SD,Franklin Benjamin Sch,NA,87.56,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.37,NA,53.9,34.41,39.90,36.61,26.67,61.48,0,10.73,48.35
126515001,7232,1265150017232,Philadelphia City SD,Lowell James R Sch,NA,96.52,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.05,NA,56.5,39.44,49.83,39.73,45.33,57.67,Not Applicable,21.27,47.14
126515001,7233,1265150017233,Philadelphia City SD,Ziegler William H Sch,NA,86.88,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.59,NA,57.6,52.83,46.30,44.58,25.49,51.52,0,16.54,45.06
126515001,7234,1265150017234,Philadelphia City SD,Spruance Gilbert Sch,NA,86.91,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.77,NA,53.4,38.73,48.04,44.85,35.29,38.75,0,15.27,48.76
126515001,7238,1265150017238,Philadelphia City SD,Beeber Dimner MS,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.51,NA,54.3,NA,47.78,49.72,18.18,97.31,1.41,0.45,44.84
126515001,7239,1265150017239,Philadelphia City SD,Cooke Jay MS,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.73,NA,50.8,20.45,37.25,29.96,28.21,84.42,0,7.79,46.97
126515001,7242,1265150017242,Philadelphia City SD,Harding Warren G MS,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.51,NA,46.4,NA,29.78,32.39,11.57,55.24,0.68,10.7,46.51
126515001,7245,1265150017245,Philadelphia City SD,Sayre William L MS,0.00,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,76.91,46.02,37.1,NA,11.11,24.14,5.06,96.48,5.15,0.59,46.09
126515001,7253,1265150017253,Philadelphia City SD,Wilson Woodrow MS,NA,83.36,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.18,NA,66.1,NA,56.10,56.21,33.00,32.59,0,12.44,48.8
126515001,7255,1265150017255,Philadelphia City SD,Strawberry Mansion HS,0.00,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,72.71,40.91,33.1,NA,18.64,24.56,7.02,97.49,12.3,0.46,43.96
126515001,7256,1265150017256,Philadelphia City SD,Adaire Alexander Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.93,NA,65.3,40.48,57.25,49.22,40.00,8.73,0,0.79,50.79
126515001,7368,1265150017368,Philadelphia City SD,Feltonville Sch of Arts & Sciences,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,90.39,NA,47.9,NA,35.92,32.64,16.02,24.37,0,20.34,45.55
126515001,7404,1265150017404,Philadelphia City SD,Cayuga School,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.85,NA,58.0,27.87,24.16,18.64,40.68,30.73,Not Applicable,18.58,47.48
126515001,7472,1265150017472,Philadelphia City SD,Overbrook Elementary School,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.92,NA,52.1,45.95,40.14,33.80,34.21,94.07,Not Applicable,0,51.38
126515001,7521,1265150017521,Philadelphia City SD,Marshall Thurgood,NA,95.39,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.84,NA,60.4,20.31,38.99,33.59,23.66,57.82,0,12.57,48.18
126515001,7522,1265150017522,Philadelphia City SD,Munoz-Marin Luis,NA,95.55,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.98,NA,45.8,49.33,33.33,34.47,17.86,12.67,0,17.79,50.94
126515001,7663,1265150017663,Philadelphia City SD,Washington Grover Jr Sch,NA,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.78,NA,64.4,NA,44.10,42.12,22.00,64.3,0.15,12.18,46.02
126515001,7780,1265150017780,Philadelphia City SD,Paul Robeson HS for Human Services,IS,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,90.16,95.65,42.3,NA,22.95,55.74,9.84,95.13,0.38,4.12,58.43
126515001,7782,1265150017782,Philadelphia City SD,Parkway-Center City,6.17,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.60,92.73,71.5,NA,64.42,88.46,30.77,82.08,1.72,1.25,57.53
126515001,7813,1265150017813,Philadelphia City SD,Randolph A. Philip AVT HS,IS,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,86.32,93.75,59.6,NA,9.82,43.75,2.68,89.39,0.19,2.23,40.22
126515001,7815,1265150017815,Philadelphia City SD,Motivation HS,0.00,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,95.60,97.87,65.1,NA,60.78,88.24,33.33,89.58,1.24,6.25,58.33
126515001,7850,1265150017850,Philadelphia City SD,Philadelphia Military Acad at Elverson,0.00,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,94.72,95.12,58.3,NA,52.54,74.58,10.17,65.54,0,7.08,35.38
