"","GHGRP ID","Landfill ID","Landfill Name","State","Landfill Alias","Physical Address","City","County","Zip Code","Latitude","Longitude","Composting?","Ownership Type","Landfill Owner Organization(s)","Landfill Operator Organization","Year Landfill Opened","Landfill Closure Year","Current Landfill Status","Design Landfill Area (acres)","Current Landfill Area (acres)","Design Landfill Depth (feet)","Current Landfill Depth (feet)","Landfill Design Capacity (tons)","Waste in Place (tons)","Waste in Place Year","Annual Waste Acceptance Rate (tons per year)","Annual Waste Acceptance Year","Does LF Recirculate Leachate?","Leachate Recirc Frequency (Past 10 Yrs)","Permitted as RD&D LF?","LFG Generated (mmscfd)","LFG Collection System In Place?","LFG Collected (mmscfd)","LFG Collected Year","Percent Methane","Flares in Place?","Number of Flares","LFG Flared (mmscfd)","LFG Flared Year","Gas Collection System Comments"
"2475",1004446,10800,"Rockbridge County SLF","VA","Blue Ridge Resource Authority Landfill","225 Landfill Road","Buena Vista","Rockbridge","24416",37.76936,-79.35802,"No","Public","Blue Ridge Resource Authority, VA","Blue Ridge Resource Authority, VA",1973,2056,"Open",30,10,NA,NA,4020812,1523153,2021,38381,2021,"No","Not used","No",0.32,"No",NA,NA,NA,"No",NA,NA,NA,"3/07-18 passive vents installed."
"2476",1007826,2131,"Rockingham County Landfill","VA",NA,"2400 Grassy Creek Road
813 Greendale Road","Harrisonburg","Rockingham","22801",38.399,-78.8811,"No","Public","Rockingham County Department of Public Works, VA","Rockingham County Department of Public Works, VA",1972,2056,"Open",NA,54.6,NA,75,9327150,4010733,2021,157546,2021,"No","Not used","No",1.098,"Yes",0.762,2021,28.1,"Yes",1,0.762,2021,"1/06-32 wells in place in Old Fill 2 (30.5 acres).; 11/09-75 total wells installed."
"2477",NA,12083,"Scott County Sanitary LF","VA",NA,"596 Landfill Lane","Gate City","Scott","24251",36.638362,-82.566805,"No","Public","Scott County, VA","Scott County, VA",1972,2009,"Closed",NA,NA,NA,NA,NA,NA,NA,6625,2009,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2478",1004847,2338,"Shenandoah County LF","VA",NA,"349 Landfill Road
off U.S. Hwy 11","Edinburg","Shenandoah","22824",38.8433,-78.5508,"No","Public","Shenandoah County, VA","Shenandoah County, VA",1972,2048,"Open",NA,43,NA,100,3470810,1423192,2010,45051,2016,"Unknown","Not used","No",0.46,"Yes",0.43,2011,45,"Yes",NA,NA,NA,"12/10-Installing 6 wells and 1 flare which will be up and running at the end of December.; 2/11-2 flares installed in Jan.; 2012-Passive vents/flares only.; 8/13-Working on getting active system running by Nov/Dec."
"2479",1007088,1576,"Shoosmith SLF","VA","Virginia Waste Services Sanitary Landfill","11800 Lewis Road","Chester","Chesterfield","23831",37.3512,-77.4956,"No","Private","Shoosmith Brothers","Shoosmith Brothers",1976,2070,"Open",374,164,NA,NA,36774851,27975091,2021,895911,2021,"No","Not used","No",8.197,"Yes",6.032,2021,43.5,"Yes",3,1.39,2021,"2012-254 wells, system capacity=6450 acfm."
"2480",1003666,1593,"Smith Gap Regional Landfill","VA","Roanoke Valley SLF","8484 Bradshaw Road","Salem","Roanoke","24153",37.29,-80.214,"No","Public","Roanoke Valley Resource Authority, VA","Roanoke Valley Resource Authority, VA",1994,2036,"Open",94.3,58.1,NA,100,8399842,4487323,2021,237318,2021,"No","Not used","No",1.751,"Yes",0.91,2021,56.5,"Yes",NA,0.91,2021,"2012-35 wells, system capacity=2000 acfm.; 5/14-Enclosed flare (from 2012 permit).; 7/14-GCCS installed in 2011.; 10/21-GCCS is installed over ~58 acres."
"2481",NA,12082,"South Boston Sanitary LF","VA",NA,"2411 Younger Avenue","South Boston","Halifax","24592",36.71878,-78.900998,"No","Public","Town of South Boston",NA,1972,2007,"Closed",NA,NA,NA,NA,NA,NA,NA,48426,2007,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"Yes",NA,NA,NA,"10/11-GCCS installed in 2010/11."
"2482",1006071,1601,"Springfield Road LF","VA","Nuckols Road LF","10600 Fords Country Lane","Glen Allen","Henrico","23060",37.67917,-77.5661,"No","Public","Henrico County, VA","Henrico County, VA",1966,2015,"Closed",103,95,90,30,6000000,5750000,2009,100000,2007,"Unknown","Not used","No",1.43,"Yes",1.09,2012,46.4,"Yes",1,NA,NA,"9/08-System installed for odor control.; 9/10-106 wells over 190 acres, gas collection began in 2005.; 11/10-Recently expanded wellfield to 125 wells.; 2012-124 wells, system capacity=2600 acfm."
"2483",1014304,1597,"SPSA Regional LF","VA","Suffolk Regional LF","1 Bob Foeller Drive","Suffolk","Suffolk city","23434",36.759,-76.522,"Yes","Public","Southeastern Public Service Authority, VA","Southeastern Public Service Authority, VA",1985,2097,"Open",185,NA,173,162,25522875,17627853,2019,444357,2019,"No","Not used","No",3.45,"Yes",1.75,2021,54.4,"Yes",1,1.174,2021,"5/14-GCCS installed in June 1994 and expanded in Spring 2005, (1) utility candlestick flare."
"2484",1010994,20721,"SRPSA Butcher Creek Landfill","VA",NA,"4803 Highway 92","Chase City","Mecklenburg","23924",36.725,-78.44,"No","Public","Southside Regional Public Service Authority, VA",NA,2007,2091,"Open",NA,19.6,NA,NA,5379461,976708,2021,83599,2021,"No","Not used","No",0.327,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2485",1007096,1594,"Stafford County LF","VA","Rappahannock Regional Solid Waste Management Board","489 Eskimo Hill Road","Stafford","Stafford","22554",38.385,-77.4125,"No","Public","Rappahannock Regional Solid Waste Management Board, VA","Rappahannock Regional Solid Waste Management Board, VA",1972,2041,"Open",29,29,136,110,9602775,4345450,2021,236021,2021,"No","Not used","No",1.089,"Yes",0.858,2021,50.6,"Yes",NA,0.208,2021,NA
"2486",1005371,2045,"Tazewell County Landfill","VA",NA,"245 Lynn Hollow Road","North Tazewell","Tazewell","24630",37.185,-81.444,"No","Public","Tazewell County Board of Supervisors","Tazewell County Board of Supervisors",1994,2023,"Open",NA,23.5,100,80,2296714,1559427,2021,79014,2021,"No","Not used","No",0.611,"Yes",0,2021,40,"Yes",NA,0,2020,"9/00-LF is passively venting LFG.; 10/01-No collection system in place.; 2012-Passive vents/flares only."
"2487",1003322,1591,"Tri-City Regional Landfill","VA","Petersburg City Landfill; Tri-Cities Regional Landfill","390 Industrial Drive","Petersburg","Petersburg city","23803",37.24,-77.378,"No","Private","Container First Services (CFS)","Container First Services (CFS)",1977,2018,"Closed",75,52,NA,NA,4311197,2991420,2018,211032,2018,"No","Not used","No",0.697,"No",NA,NA,NA,"No",NA,NA,NA,"2012-Passive vents/flares only."
"2488",1006561,1596,"Virginia Beach Landfill No. 2","VA","Mount Trashmore II","1989 Jake Sears Road","Virginia Beach","Virginia Beach city","23464",36.785,-76.205,"No","Public","City of Virginia Beach, VA","City of Virginia Beach, VA",1971,2039,"Open",232,119,100,NA,12166676,7500000,NA,286000,NA,"Unknown","Not used","No",NA,"Yes",1.2,NA,28.8,"Yes",1,0.6,NA,"2012-104 wells, system capacity=2000 acfm."
"2489",NA,10094,"Wise County Sanitary Landfill","VA",NA,"5401-B Kent Junction Road","Norton","Wise","24273",36.93,-82.68,"No","Public","Wise County, VA",NA,NA,2006,"Closed",NA,NA,NA,NA,611380,487718,2005,55196,2004,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"2490",NA,2295,"Anguilla Landfill","VI",NA,"Off Route 66
south side of island","Anguilla","St. Croix",NA,17.706,-64.778,"No","Public","Virgin Islands Waste Management Authority","A-9 Trucking Enterprise",1967,NA,"Open",NA,35,NA,81,2200000,2200000,2002,100000,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2491",NA,2296,"Bovoni Landfill","VI",NA,"Off Route 30
southeast side of island","Bovoni","St. Thomas",NA,18.313,-64.8855,"No","Public","Virgin Islands Waste Management Authority",NA,1980,2019,"Closed",NA,34,NA,90,3500000,1500000,2000,85000,2008,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"Yes",NA,NA,NA,NA
"2492",NA,1850,"Brattleboro","VT",NA,"327 Old Ferry Road","Brattleboro","Windham","05301",42.8948,-72.5401,"No","Public","Windham Solid Waste Management District, VT","Windham Solid Waste Management District, VT",1965,1995,"Closed",NA,30,NA,95,NA,1500000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"Yes",NA,NA,NA,NA
"2493",NA,1851,"Burlington LF","VT","Intervale LF",NA,"Burlington","Chittenden",NA,NA,NA,"No","Private","Biomass Energy Partners","City of Burlington, VT",1949,1985,"Closed",NA,17,NA,NA,NA,863000,NA,NA,NA,"Unknown","Not used","No",0.06,"Yes",NA,NA,NA,"No",NA,NA,NA,NA
"2494",NA,2400,"Chittenden County LF","VT",NA,"Redmond Road","Williston","Chittenden","05495",44.476,-73.076,"No","Public","Chittenden Solid Waste District",NA,NA,1995,"Closed",NA,7,NA,NA,NA,262000,1995,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"Yes",NA,NA,NA,NA
"2495",NA,2037,"Lamoille District Transfer Station / Eden","VT",NA,NA,"Morrisville","Lamoille",NA,44.5357,-72.4847,"No","Public","Lamoille Regional SWMD, VT","Lamoille Regional SWMD, VT",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2496",1004320,2042,"Moretown Landfill Inc.","VT","Palisades LF, Waste Systems International (WSI 3) - Moretown","19 Kaiser Drive","Waterbury","Washington","05676",44.311,-72.7025,"No","Private","WM","WM",1980,2013,"Closed",NA,36.4,NA,NA,2408000,2386137,2013,8199,2013,"No","Not used","No",3.93,"Yes",0.83,2018,43.1,"Yes",NA,NA,NA,"2012-63 wells, system capacity=2130 acfm."
"2497",1005261,2041,"NEWSVT Landfill","VT","Waste USA Inc Landfill & Transfer Station; Coventry Landfill","21 Landfill Lane
off Airport Road","Newport","Orleans","05855",44.908583,-72.2215,"No","Private","Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1970,2042,"Open",60,59.1,100,85,20371683,9716790,2021,522012,2021,"No","Not used","No",5.348,"Yes",3.783,2021,46.6,"Yes",NA,NA,NA,"2012-83 wells, system capacity=2500 acfm."
"2498",NA,2446,"Rathe Brother's Landfill","VT",NA,"Box 81 Rathe Road","Colchester","Chittenden","05446",44.518,-73.1895,"No","Unknown",NA,NA,1967,1992,"Closed",NA,13,NA,NA,NA,500000,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"Unknown",NA,NA,NA,NA
"2499",NA,2036,"Town of Bristol Landfill","VT",NA,NA,"Bristol","Addison",NA,44.1437,-73.0807,"No","Public","Town of Bristol, VT","Town of Bristol, VT",1989,2015,"Closed",NA,NA,NA,NA,NA,NA,NA,348,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2500",NA,2039,"Town of Salisbury Landfill","VT",NA,NA,"Salisbury","Addison",NA,43.8993,-73.1002,"No","Public","Town of Salisbury, VT","Town of Salisbury, VT",1989,2019,"Closed",NA,NA,NA,NA,NA,NA,NA,11440,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2501",NA,1632,"Aberdeen LF","WA",NA,NA,"Aberdeen","Grays Harbor","98520",46.9874,-123.7999,"No","Private",NA,NA,1968,1993,"Closed",NA,NA,55,NA,NA,430714,NA,38817,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2502",NA,1604,"Asotin County LF","WA",NA,NA,"Clarkston","Asotin","99402",46.38551,-117.1097,"No","Public","Asotin County, WA","Asotin County, WA",1975,NA,"Open",NA,12,NA,80,NA,848342,NA,38561,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2503",NA,1605,"Bruce LF","WA",NA,NA,"Ritzville","Adams","99169",47.1346,-118.3969,"No","Public",NA,"Adams County Public Works Department, WA",1978,NA,"Open",NA,NA,NA,NA,NA,220609,NA,11611,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2504",NA,1643,"Carnation LF","WA",NA,NA,NA,"King",NA,NA,NA,"No","Unknown",NA,NA,NA,1989,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2505",1006550,1633,"Cathcart LF","WA",NA,"8915 Cathcart Way
off Highway 9, S of Snohomish","Snohomish","Snohomish","98296",47.870676,-122.121916,"No","Public","Snohomish County Public Works, WA","Snohomish County Public Works, WA",1980,1992,"Closed",56,52,110,90,3883214,3883214,1992,297869,1992,"No","Not used","No",0.402,"Yes",0.391,2021,28.4,"Yes",2,0.391,2021,"2012-49 wells, system capacity=1200 acfm."
"2506",1007822,1606,"Cedar Hills Regional LF","WA",NA,"16645 228th Avenue SE","Maple Valley","King","98038",47.442,-122.06,"Yes","Public","King County Solid Waste Division, WA","King County Solid Waste Division, WA",1965,2046,"Open",920,430.9,200,200,66150000,43806272,2021,877018,2021,"No","Not used","No",13.448,"Yes",10.675,2021,50.5,"Yes",5,1.141,2021,"9/10-530 vertical wells & 30 miles of horizontal collectors over 450 acres, gas collection began in 1980s, 5 enclosed flares.; 2012-System capacity=12000 acfm."
"2507",NA,1634,"Cedarville LF","WA",NA,NA,NA,"Whatcom",NA,NA,NA,"No","Unknown",NA,NA,1981,1990,"Closed",NA,NA,50,NA,NA,250000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2508",NA,1607,"Centralia LF","WA",NA,"1313 S. Tower Avenue","Centralia","Lewis","98531",46.696669,-122.9633,"No","Public","Lewis County Public Services","Lewis County Public Services",1958,1994,"Closed",NA,55,25,NA,NA,1769760,NA,40000,1994,"Unknown","Not used","No",NA,"Yes",0.077,NA,50,"Yes",1,0,NA,"5/05-No vertical collection wells rather a network of horizontal extraction pipes."
"2509",1004918,1608,"Cheyne Road LF","WA",NA,"4970 Cheyne Road","Zillah","Yakima","98953",46.478451,-120.268898,"No","Public","Yakima County, WA","Yakima County, WA",1972,2040,"Open",NA,40,NA,NA,8202600,2249539,2021,99747,2021,"No","Not used","No",0.387,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2510",1008180,20759,"Cowlitz County Headquarters Landfill","WA",NA,"3434 South Silver Lake Road","Castle Rock","Cowlitz","98611",46.248725,-122.778109,"No","Public","Cowlitz County, WA","Cowlitz County, WA",1993,2120,"Open",308,NA,NA,NA,53367110,10398414,2021,707006,2021,"No","Not used","No",3.739,"Yes",0.816,2021,43.5,"Yes",2,0.816,2021,"2016-80 wells, system capacity=1000 acfm."
"2511",1005412,1610,"Cowlitz County Landfill","WA","Cowlitz County LF Cells A and B","85 Tennant Way","Longview","Cowlitz","98632",46.108,-122.905,"No","Public","Cowlitz County, WA","Cowlitz County, WA",1976,2014,"Closed",90,77.5,60,NA,2978295,2978295,2014,14065,2014,"No","Not used","No",0.875,"Yes",0.335,2021,23.4,"Yes",NA,0.335,2021,"9/00-Flaring since 1993.; 5/05-65 gas collection wells.; 2012-77 wells, system capacity=700 acfm."
"2512",NA,1611,"Delano LF","WA",NA,NA,"Grand Coulee","Grant","99133",47.942,-118.99,"No","Public","Regional Board of Mayors","Regional Board of Mayors",1973,2009,"Closed",6.3,6.3,40,38,84830,83500,2009,3300,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2513",NA,1636,"Enumclaw LF","WA",NA,"North of 1650 Battersby Avenue E.","Enumclaw","King","98022",NA,NA,"No","Public","King County Solid Waste Division, WA",NA,1950,1993,"Closed",NA,NA,50,NA,NA,724824,1993,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2514",1007160,1612,"Ephrata LF","WA","Grant County Ephrata Landfill 1","3803 Neva Lake Road, NW
off Highway 28","Ephrata","Grant","98823",47.27,-119.574,"No","Public","Grant County Solid Waste, WA","Grant County Solid Waste, WA",1942,2034,"Open",26,NA,NA,NA,4710806,2787559,2021,126674,2021,"No","Not used","No",NA,"Yes",0.148,2021,53.9,"Yes",NA,0.148,2021,NA
"2515",1001561,1613,"Fort Lewis LF #5","WA",NA,"Dupont-Steilacoom Road","Joint Base Lewis-McChord","Pierce","98433",47.118,-122.631,"No","Public","Fort Lewis-PW / ENRD","Fort Lewis-PW / ENRD",1969,2004,"Closed",NA,55.8,NA,45,860879,860873,2004,10035,2004,"No","Not used","No",0.351,"No",NA,NA,NA,"No",NA,NA,NA,"1/06-Passive venting."
"2516",NA,1644,"Gibralter LF","WA",NA,NA,NA,"Skagit",NA,NA,NA,"No","Unknown",NA,NA,NA,1989,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2517",1007818,1614,"Greater Wenatchee LF","WA",NA,"191 Webb Road S","East Wenatchee","Douglas","98802",47.4042,-120.1704,"No","Private","WM","WM",1972,2113,"Open",148.4,56.4,NA,NA,37378587,6644627,2021,287069,2021,"No","Occasionally but not every year","No",2.553,"Yes",1.55,2021,49.3,"Yes",2,1.55,2021,"2012-47 wells, system capacity=2000 scfm."
"2518",NA,1637,"Hansville LF","WA",NA,"7791 NE Ecology Road","Kingston","Kitsap","98346",47.848,-122.549,"No","Unknown",NA,NA,1962,1989,"Closed",NA,NA,40,NA,NA,599880,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2519",1004384,1616,"Hidden Valley LF","WA",NA,"17925 Meridian Street East","Puyallup","Pierce","98375",47.0943,-122.2937,"No","Private","Waste Connections, Inc.","Land Recovery, Inc. (LRI)",1965,1998,"Closed",NA,87,110,NA,NA,17425280,NA,235833,1998,"No","Not used","No",0.304,"Yes",0.207,2021,36.3,"Yes",NA,0.207,2021,"2012-123 wells, system capacity=500 acfm."
"2520",NA,1638,"Hobart LF","WA",NA,"24041 276th Avenue SE","Maple Valley","King","98038",47.3885,-121.974,"No","Public","King County Solid Waste Division, WA",NA,1950,1993,"Closed",15,NA,60,NA,NA,802273,1993,11181,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2521",NA,1617,"Holden Village LF","WA",NA,NA,"Holden Village","Chelan","98816",47.847,-120.0266,"No","Public",NA,"Holden Village Management",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2522",1007090,1624,"Horn Rapids Landfill","WA",NA,"3102 Twin Bridges Road","Richland","Benton","99352",46.346,-119.346,"Yes","Public","City of Richland, WA","City of Richland, WA",1974,2095,"Open",46,NA,NA,NA,10864122,2597697,2021,74475,2021,"No","Not used","No",0.878,"Yes",0.492,2021,46,"Yes",NA,0.492,2021,"4/17-GCCS includes a 265 scfm open flare."
"2523",NA,1639,"Inman LF","WA",NA,"920 Inman Lane","Bow","Skagit","98232",48.51,-122.4336,"No","Public","Skagit County, WA",NA,1972,1994,"Closed",NA,NA,NA,NA,NA,NA,NA,15862,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"Yes",1,NA,NA,"6/09-Passive collection & venting system in Phase I, active GCCS & flare in Phase II."
"2524",NA,1656,"Kent Highlands LF","WA",NA,"23076 Military Road South","Kent","King","98032",47.393,-122.2882,"No","Public","City of Seattle, WA","City of Seattle, WA",1968,1986,"Closed",60,NA,110,NA,NA,8000000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",0.504,2010,20,"Yes",1,0.504,2010,"9/10-Flare recently downsized due to decreasing gas quantities."
"2525",1004679,11040,"Land Recovery Landfill","WA","Land Recovery Inc. 304th Street Landfill","30919 Meridian Street East","Graham","Pierce","98338",46.971,-122.2905,"No","Private","Waste Connections, Inc.",NA,1999,2032,"Open",168,88.8,NA,NA,32251058,21588591,2021,1288033,2021,"No","Not used","No",5.203,"Yes",4.277,2021,47,"Yes",2,2.097,2021,"2012-118 wells, system capacity=4500 acfm.; 3/12-GCCS installed in 2000."
"2526",NA,1640,"Leichner LF","WA",NA,"9411 NE 94th Avenue","Vancouver","Clark","98662",45.6903,-122.5758,"No","Private","Disposal Group, Inc.","Waste Connections, Inc.",1935,1991,"Closed",80,74,38,NA,NA,5000000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",0.432,NA,50,"No",NA,NA,NA,NA
"2527",NA,1618,"Manson LF","WA",NA,NA,NA,"Chelan",NA,NA,NA,"No","Public","Chelan County Public Works, WA","Chelan County Public Works, WA",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2528",NA,1641,"Mason County LF","WA",NA,"501 W. Eells Hill Road","Shelton","Mason","98584",47.2522,-123.188,"No","Public",NA,NA,1971,1993,"Closed",NA,NA,50,NA,NA,655454,NA,28498,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2529",NA,1619,"New Waste Inc. LF","WA",NA,"1901 Dietrich Road","Pasco","Franklin","99301",46.26,-119.053,"No","Private",NA,"New Waste Inc. LF",NA,2002,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2530",NA,1645,"North County LF","WA",NA,NA,"Ione","Pend Oreille",NA,NA,NA,"No","Public","Pend Oreille County, WA",NA,1976,1994,"Closed",5,5,NA,NA,38384,NA,NA,1087,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2531",1007258,1620,"Northside LF","WA","North LF","5502 W. Nine Mile Road","Spokane","Spokane","99208",47.727,-117.4897,"No","Public","City of Spokane Solid Waste Disposal, WA","City of Spokane Solid Waste Disposal, WA",1962,1991,"Closed",NA,115,NA,125,NA,3000000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",0.72,2021,26,"Yes",3,0.72,2021,"3/09-GCCS and flares installed in 1992."
"2532",NA,1646,"Odessa LF","WA",NA,NA,NA,"Lincoln",NA,NA,NA,"No","Public","Lincoln County, WA",NA,NA,1994,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2533",NA,1621,"Okanogan Central LF","WA",NA,NA,"Okanogan","Okanogan","98840",48.34,-119.621,"No","Public",NA,"Okanogan County Public Works Department",1993,NA,"Open",NA,NA,NA,NA,NA,700,NA,175,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2534",NA,1647,"Okanogan LF","WA",NA,"240 B and O North Road","Okanogan","Okanogan","98840",NA,NA,"No","Public","Okanogan County Public Works Department",NA,NA,1993,"Closed",NA,NA,NA,NA,NA,NA,NA,17000,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2535",NA,1648,"Olalla LF","WA",NA,"2850 SE Burley-Olalla Road","Olalla","Kitsap","98359",47.43,-122.613,"No","Unknown",NA,NA,NA,1989,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2536",1003586,1622,"Olympic View Sanitary LF, Inc. (OVSL)","WA","Olympic View Sanitary LF, Inc. (OVSL)","10015 SW Barney White Road","Port Orchard","Kitsap","98367",47.501,-122.782,"No","Private","WM","WM",1963,2003,"Closed",65,65,100,NA,14612441,14612441,2003,32526,2003,"No","Not used","No",0.261,"Yes",0.206,2021,24,"Yes",1,0.206,2021,"2012-81 wells, system capacity=750 scfm."
"2537",NA,1649,"Pasco SLF","WA",NA,"1901 Dietrich Road","Pasco","Franklin","99301",46.255,-119.053,"No","Private",NA,NA,NA,1993,"Closed",NA,NA,NA,NA,NA,NA,NA,22799,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2538",NA,1650,"Point Roberts LF","WA",NA,NA,NA,"Whatcom",NA,NA,NA,"No","Unknown",NA,NA,NA,1991,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2539",NA,1623,"Port Angeles SLF","WA",NA,"3501 W 18th Street","Port Angeles","Clallam","98362",48.13162,-123.51769,"No","Public","Port Angeles Public Works Department","Port Angeles Public Works Department",1955,2006,"Closed",44,22,NA,32,1026000,1026000,2006,53536,2005,"Unknown","Not used","No",NA,"Yes",0.45,NA,35,"Yes",1,NA,NA,NA
"2540",NA,1642,"Purdy LF","WA",NA,"14515 54th Avenue NW","Gig Harbor","Pierce","98335",47.391,-122.611,"No","Public","Pierce County, WA","Land Recovery, Inc. (LRI)",1956,1990,"Closed",11,NA,80,NA,NA,473243,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2541",NA,1651,"Rainbow Valley LF","WA",NA,"Highway 105","Raymond","Pacific","98577",46.71,-123.823,"No","Private","Rainbow Valley Landfill, Inc.",NA,1980,1991,"Closed",NA,5.5,NA,NA,NA,300000,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2542",1003676,1625,"Roosevelt Regional MSW Landfill","WA","H.W. Hill Landfill","500 Roosevelt Grade Road","Roosevelt","Klickitat","99356",45.805,-120.174,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1990,2085,"Open",915,360,180,150,218761119,62944152,2021,2393081,2021,"Yes","Several times per year","No",13.016,"Yes",9.672,2021,52.6,"Yes",2,0.932,2021,"2012-220 wells, system capacity=11550 acfm."
"2543",NA,1626,"Ryegrass LF","WA",NA,"25900 Vantage Highway","Ellensburg","Kittitas","98926",46.965,-120.213,"No","Public",NA,"Kittitas County Solid Waste",1965,NA,"Open",NA,NA,NA,NA,NA,464000,NA,14500,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2544",NA,1652,"San Juan County LF","WA",NA,NA,NA,"San Juan",NA,NA,NA,"No","Public","San Juan County, WA",NA,NA,1994,"Closed",NA,NA,NA,NA,NA,NA,NA,4014,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2545",NA,1653,"Snipes Mountain LF","WA",NA,NA,NA,"Yakima",NA,NA,NA,"No","Public",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,27532,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2546",NA,1654,"South County LF","WA",NA,NA,"Newport","Pend Oreille",NA,NA,NA,"No","Public","Pend Oreille County, WA",NA,1976,1994,"Closed",6,6,30,30,46000,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2547",NA,1627,"Stevens County LF","WA",NA,"1257 Landfill Road","Kettles Falls","Stevens","99141",48.580245,-118.084789,"No","Public","Stevens County Public Works, WA","Stevens County Public Works, WA",1993,2058,"Open",NA,NA,NA,NA,2403450,717814,2020,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
