RawData,Date,Date_Clean,Date_Clean2,Location,Location_Clean1,Type,Type_Clean1,Lat,Lon,FindLocationStart,FindLocationLength,TypeStart,AreThereParen?,,,,,,,,,,,
"December 21, 2015     5900 Carlisle Pike (PetSmart)          Theft by Unlawful Taking","December 21, 2015",42359,12/21/15,5900 Carlisle Pike (PetSmart) 17011,5900 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,32,52,,,,,,,,,,,,
"December 17, 2015     1000 block of Mill Road          Theft by Unlawful Taking","December 17, 2015",42355,12/17/15,1000 block of Mill Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,26,46,,,,,,,,,,,,
"December 14, 2015     5200 block of East Trindle Road           Theft by Unlawful Taking","December 14, 2015",42352,12/14/15,5200 block of East Trindle Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,34,54,,,,,,,,,,,,
"December 14, 2015     5301 Simpson Ferry Road (Giant)           Theft by Unlawful Taking","December 14, 2015",42352,12/14/15,5301 Simpson Ferry Road (Giant) 17011,5301 Simpson Ferry Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,34,54,,,,,,,,,,,,
"December 14, 2015     1500 block of Inverness Drive           Theft by Unlawful Taking","December 14, 2015",42352,12/14/15,1500 block of Inverness Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,32,52,,,,,,,,,,,,
"December 9, 2015     4810 Carlisle Pike (Five Guys)          Theft by Unlawful Taking    D-ARREST","December 9, 2015",42347,12/09/15,4810 Carlisle Pike (Five Guys) 17011,4810 Carlisle Pike  17011,Theft by Unlawful Taking D-ARREST,Theft by Unlawful Taking,#VALUE!,,19,33,52,,,,,,,,,,,,
"December 5, 2015     95 Gateway Drive (Skyzone)          Theft by Unlawful Taking","December 5, 2015",42343,12/05/15,95 Gateway Drive (Skyzone) 17011,95 Gateway Drive  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,29,48,,,,,,,,,,,,
"December 4, 2015     4800 block of Carlisle Pike          Theft by Unlawful Taking","December 4, 2015",42342,12/04/15,4800 block of Carlisle Pike 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,30,49,,,,,,,,,,,,
"December 2, 2015     First block of Round Hill Road          Theft by Unlawful Taking","December 2, 2015",42340,12/02/15,First block of Round Hill Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,33,52,,,,,,,,,,,,
"November 29, 2015     6200 block of Charing Cross          Theft by Unlawful Taking","November 29, 2015",42337,11/29/15,6200 block of Charing Cross 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,30,50,,,,,,,,,,,,
"November 21, 2015     First block of Gateway Drive          Theft by Unlawful Taking","November 21, 2015",42329,11/21/15,First block of Gateway Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,31,51,,,,,,,,,,,,
"November 19, 2015     431 Railroad Avenue (Rite Aid)          Theft by Unlawful Taking","November 19, 2015",42327,11/19/15,431 Railroad Avenue (Rite Aid) 17011,431 Railroad Avenue  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,33,53,,,,,,,,,,,,
"November 17, 2015     5100 block of South Deerfield Avenue           Theft by Unlawful Taking","November 17, 2015",42325,11/17/15,5100 block of South Deerfield Avenue 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,39,59,,,,,,,,,,,,
"November 9, 2015     4800 block of Carlisle Pike          Theft by Unlawful Taking","November 9, 2015",42317,11/09/15,4800 block of Carlisle Pike 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,30,49,,,,,,,,,,,,
"November 9, 2015     4800 block of East Trindle Road          Theft by Unlawful Taking","November 9, 2015",42317,11/09/15,4800 block of East Trindle Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,34,53,,,,,,,,,,,,
"November 8, 2015     6325 Carlisle Pike (Holiday Inn Express)           Theft by Unlawful Taking","November 8, 2015",42316,11/08/15,6325 Carlisle Pike (Holiday Inn Express) 17011,6325 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,43,62,,,,,,,,,,,,
"November 4, 2015     3901 Trindle Road (Salvation Army)          Theft by Unlawful Taking","November 4, 2015",42312,11/04/15,3901 Trindle Road (Salvation Army) 17011,3901 Trindle Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,37,56,,,,,,,,,,,,
"November 4, 2015     200 block of Salem Church Road          Theft by Unlawful Taking","November 4, 2015",42312,11/04/15,200 block of Salem Church Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,33,52,,,,,,,,,,,,
"October 30, 2015     410 St Johns Church Road (Coliseum)          Theft by Unlawful Taking","October 30, 2015",42307,10/30/15,410 St Johns Church Road (Coliseum) 17011,410 St Johns Church Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,38,57,,,,,,,,,,,,
"October 26, 2015     1100 Grandon Way (Brookdale Retirement Home)          Theft by Unlawful Taking","October 26, 2015",42303,10/26/15,1100 Grandon Way (Brookdale Retirement Home) 17011,1100 Grandon Way  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,47,66,,,,,,,,,,,,
"October 23, 2015     1800 block of Silver Pine Circle          Theft by Unlawful Taking","October 23, 2015",42300,10/23/15,1800 block of Silver Pine Circle 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,35,54,,,,,,,,,,,,
"October 22, 2015     1100 of Grandon Way           Theft by Unlawful Taking","October 22, 2015",42299,10/22/15,1100 of Grandon Way 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,22,41,,,,,,,,,,,,
"October 22, 2015     3901 Trindle Road (Salvation Army)           Theft by Unlawful Taking","October 22, 2015",42299,10/22/15,3901 Trindle Road (Salvation Army) 17011,3901 Trindle Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,37,56,,,,,,,,,,,,
"October 18, 2015     4800 block of East Trindle Road           Theft by Unlawful Taking","October 18, 2015",42295,10/18/15,4800 block of East Trindle Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,34,53,,,,,,,,,,,,
"October 18, 2015     4400 block of Industrial Park Road          Theft by Unlawful Taking","October 18, 2015",42295,10/18/15,4400 block of Industrial Park Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,37,56,,,,,,,,,,,,
"October 16, 2015     6045 Carlisle Pike (Monro Muffler)           Theft by Unlawful Taking","October 16, 2015",42293,10/16/15,6045 Carlisle Pike (Monro Muffler) 17011,6045 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,37,56,,,,,,,,,,,,
"October 15, 2015     3500 block of Simpson Ferry Road          Theft by Unlawful Taking","October 15, 2015",42292,10/15/15,3500 block of Simpson Ferry Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,35,54,,,,,,,,,,,,
"October 6, 2015     6395 Carlisle Pike (Holiday Inn Express)           Theft by Unlawful Taking","October 6, 2015",42283,10/06/15,6395 Carlisle Pike (Holiday Inn Express) 17011,6395 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,43,61,,,,,,,,,,,,
"October 6, 2015     410 Fallowfield Road (YMCA)          Theft by Unlawful Taking","October 6, 2015",42283,10/06/15,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,30,48,,,,,,,,,,,,
"October 5, 2015     4000 block of Market Street          Theft by Unlawful Taking","October 5, 2015",42282,10/05/15,4000 block of Market Street 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,30,48,,,,,,,,,,,,
"October 2, 2015     3900 block of East Trindle Road          Theft by Unlawful Taking","October 2, 2015",42279,10/02/15,3900 block of East Trindle Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,34,52,,,,,,,,,,,,
"September 25, 2015     6051 Carlisle Pike (National Tire and Battery)           Theft by Unlawful Taking","September 25, 2015",42272,09/25/15,6051 Carlisle Pike (National Tire and Battery) 17011,6051 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,21,49,70,,,,,,,,,,,,
"September 25, 2015     5120 East Trindle Road (Best Line)          Theft by Unlawful Taking","September 25, 2015",42272,09/25/15,5120 East Trindle Road (Best Line) 17011,5120 East Trindle Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,21,37,58,,,,,,,,,,,,
"September 23, 2015     6300 block of Galleon Drive          Theft by Unlawful Taking","September 23, 2015",42270,09/23/15,6300 block of Galleon Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,21,30,51,,,,,,,,,,,,
"September 22, 2015     200 block of St Johns Drive           Theft by Unlawful Taking","September 22, 2015",42269,09/22/15,200 block of St Johns Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,21,30,51,,,,,,,,,,,,
"September 16, 2015     3800 block of Pamay Drive           Theft by Unlawful Taking","September 16, 2015",42263,09/16/15,3800 block of Pamay Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,21,28,49,,,,,,,,,,,,
"September 15, 2015     4830 Carlisle Pike (Rent A Center)           Theft by Unlawful Taking","September 15, 2015",42262,09/15/15,4830 Carlisle Pike (Rent A Center) 17011,4830 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,21,37,58,,,,,,,,,,,,
"September 14, 2015     4510 Marketplace Way (Giant)          Theft by Unlawful Taking","September 14, 2015",42261,09/14/15,4510 Marketplace Way (Giant) 17011,4510 Marketplace Way  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,21,31,52,,,,,,,,,,,,
"September 3, 2015     2400 block of Hume Lane         Theft by Unlawful Taking","September 3, 2015",42250,09/03/15,2400 block of Hume Lane 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,26,46,,,,,,,,,,,,
"August 24, 2015     4618 Carlisle Pike (Super Spray Car Wash)          Theft by Unlawful Taking","August 24, 2015",42240,08/24/15,4618 Carlisle Pike (Super Spray Car Wash) 17011,4618 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,44,62,,,,,,,,,,,,
"August 20, 2015     1600 block of Airport Drive          Theft by Unlawful Taking","August 20, 2015",42236,08/20/15,1600 block of Airport Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 15, 2015     6300 block of Brandy Lane          Theft by Unlawful Taking","August 15, 2015",42231,08/15/15,6300 block of Brandy Lane 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,28,46,,,,,,,,,,,,
"August 14, 2015     600 block of Good Hope Road          Theft by Unlawful Taking","August 14, 2015",42230,08/14/15,600 block of Good Hope Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 10, 2015     First block of Salem Church Road          Theft by Unlawful Taking","August 10, 2015",42226,08/10/15,First block of Salem Church Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,35,53,,,,,,,,,,,,
"July 27, 2015     5401 Carlisle Pike (Park Inn)          Theft by Unlawful Taking","July 27, 2015",42212,07/27/15,5401 Carlisle Pike (Park Inn) 17011,5401 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,32,48,,,,,,,,,,,,
"July 27, 2015     5401 Carlisle Pike (Park Inn)          Theft by Unlawful Taking","July 27, 2015",42212,07/27/15,5401 Carlisle Pike (Park Inn) 17011,5401 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,32,48,,,,,,,,,,,,
"July 20, 2015     200 block of Gull Court          Theft by Unlawful Taking","July 20, 2015",42205,07/20/15,200 block of Gull Court 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,26,42,,,,,,,,,,,,
"July 14, 2015     First block of Salem Church Road         Theft by Unlawful Taking","July 14, 2015",42199,07/14/15,First block of Salem Church Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,35,51,,,,,,,,,,,,
"July 13, 2015     1000 block of Orrs Bridge Road          Theft by Unlawful Taking","July 13, 2015",42198,07/13/15,1000 block of Orrs Bridge Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,33,49,,,,,,,,,,,,
"July 13, 2015     5000 block of Amelias Path West           Theft by Unlawful Taking","July 13, 2015",42198,07/13/15,5000 block of Amelias Path West 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,34,50,,,,,,,,,,,,
"July 13, 2015     3543 Simpson Ferry Road (Foot Locker)           Theft by Unlawful TakingD-ARREST","July 13, 2015",42198,07/13/15,3543 Simpson Ferry Road (Foot Locker) 17011,3543 Simpson Ferry Road  17011,Theft by Unlawful TakingD-ARREST,Theft by Unlawful Taking,#VALUE!,,16,40,56,,,,,,,,,,,,
"July 10, 2015     5100 block of Cambridge Boulevard          Theft by Unlawful Taking","July 10, 2015",42195,07/10/15,5100 block of Cambridge Boulevard 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,36,52,,,,,,,,,,,,
"July 3, 2015     4700 block of East Trindle Road          Theft by Unlawful Taking","July 3, 2015",42188,07/03/15,4700 block of East Trindle Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,34,49,,,,,,,,,,,,
"June 30, 2015     5600 Carlisle Pike (Kmart)          Theft by Unlawful Taking","June 30, 2015",42185,06/30/15,5600 Carlisle Pike (Kmart) 17011,5600 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,29,45,,,,,,,,,,,,
"June 20, 2015     5400 block of Carlisle Pike          Theft by Unlawful Taking","June 20, 2015",42175,06/20/15,5400 block of Carlisle Pike 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,30,46,,,,,,,,,,,,
"June 17, 2015     6200 block of Smith Drive          Theft by Unlawful Taking","June 17, 2015",42172,06/17/15,6200 block of Smith Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,28,44,,,,,,,,,,,,
"June 10, 2015     400 block of Sioux Drive           Theft by Unlawful Taking","June 10, 2015",42165,06/10/15,400 block of Sioux Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,27,43,,,,,,,,,,,,
"June 7, 2015     6391 Carlisle Pike (Toys R Us)          Theft by Unlawful Taking","June 7, 2015",42162,06/07/15,6391 Carlisle Pike (Toys R Us) 17011,6391 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,33,48,,,,,,,,,,,,
"June 5, 2015     6100 block of Souvenir Drive          Theft by Unlawful Taking","June 5, 2015",42160,06/05/15,6100 block of Souvenir Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,31,46,,,,,,,,,,,,
"June 4, 2015     1995 Technology Parkway (West Shore Hospital)          Theft by Unlawful Taking","June 4, 2015",42159,06/04/15,1995 Technology Parkway (West Shore Hospital) 17011,1995 Technology Parkway  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,48,63,,,,,,,,,,,,
"June 2, 2015     1995 Technology Parkway (West Shore Hospital)          Theft by Unlawful Taking","June 2, 2015",42157,06/02/15,1995 Technology Parkway (West Shore Hospital) 17011,1995 Technology Parkway  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,48,63,,,,,,,,,,,,
"May 25, 2015     2000 block of Mountain Pine Drive          Theft by Unlawful Taking","May 25, 2015",42149,05/25/15,2000 block of Mountain Pine Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,36,51,,,,,,,,,,,,
"May 25, 2015     4800 block of Delbrook Road          Theft by Unlawful Taking","May 25, 2015",42149,05/25/15,4800 block of Delbrook Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,30,45,,,,,,,,,,,,
"May 24, 2015     99 Gateway Drive (TJ Maxx)          Theft by Unlawful Taking","May 24, 2015",42148,05/24/15,99 Gateway Drive (TJ Maxx) 17011,99 Gateway Drive  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,29,44,,,,,,,,,,,,
"May 15, 2015     4100 block of Kittatinny Drive          Theft by Unlawful Taking","May 15, 2015",42139,05/15/15,4100 block of Kittatinny Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,15,33,48,,,,,,,,,,,,
"May 6, 2015     420 Salem Church Road (Glosser Steel)          Theft by Unlawful Taking    D-ARREST","May 6, 2015",42130,05/06/15,420 Salem Church Road (Glosser Steel) 17011,420 Salem Church Road  17011,Theft by Unlawful Taking D-ARREST,Theft by Unlawful Taking,#VALUE!,,14,40,54,,,,,,,,,,,,
"May 3, 2015     6385 Carlisle Pike (Buffalo Wild Wings)          Theft by Unlawful Taking","May 3, 2015",42127,05/03/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,6385 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,14,42,56,,,,,,,,,,,,
"April 28, 2015     100 block of Salem Church Road          Theft by Unlawful Taking","April 28, 2015",42122,04/28/15,100 block of Salem Church Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,33,50,,,,,,,,,,,,
"April 27, 2015     2020 Technology Parkway (Novitas Solutions)           Theft by Unlawful Taking","April 27, 2015",42121,04/27/15,2020 Technology Parkway (Novitas Solutions) 17011,2020 Technology Parkway  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,46,63,,,,,,,,,,,,
"April 22, 2015     5100 block of Carlisle Pike          Theft by Unlawful Taking","April 22, 2015",42116,04/22/15,5100 block of Carlisle Pike 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,30,47,,,,,,,,,,,,
"April 22, 2015     3800 block of Pamay Drive          Theft by Unlawful Taking","April 22, 2015",42116,04/22/15,3800 block of Pamay Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,28,45,,,,,,,,,,,,
"April 21, 2015     4200 block of Chestnut Street          Theft by Unlawful Taking","April 21, 2015",42115,04/21/15,4200 block of Chestnut Street 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,32,49,,,,,,,,,,,,
"April 21, 2015     5100 block of Carlisle Pike          Theft by Unlawful Taking","April 21, 2015",42115,04/21/15,5100 block of Carlisle Pike 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,30,47,,,,,,,,,,,,
"April 16, 2015     300 block of Indian Creek Drive           Theft by Unlawful Taking","April 16, 2015",42110,04/16/15,300 block of Indian Creek Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,34,51,,,,,,,,,,,,
"April 10, 2015     6060 Carlisle Pike (UPS Freight)          Theft by Unlawful Taking","April 10, 2015",42104,04/10/15,6060 Carlisle Pike (UPS Freight) 17011,6060 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,35,52,,,,,,,,,,,,
"April 7, 2015     400 block of Salem Church Road          Theft by Unlawful Taking","April 7, 2015",42101,04/07/15,400 block of Salem Church Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,33,49,,,,,,,,,,,,
"March 31, 2015     5401 Carlisle Pike (Blarneys)           Theft by Unlawful Taking","March 31, 2015",42094,03/31/15,5401 Carlisle Pike (Blarneys) 17011,5401 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,32,49,,,,,,,,,,,,
"March 30, 2015     4833 Carlisle Pike (Community Aid)           Theft by Unlawful Taking","March 30, 2015",42093,03/30/15,4833 Carlisle Pike (Community Aid) 17011,4833 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,37,54,,,,,,,,,,,,
"March 25, 2015     100 block of Conodoguinet Avenue          Theft by Unlawful Taking","March 25, 2015",42088,03/25/15,100 block of Conodoguinet Avenue 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,35,52,,,,,,,,,,,,
"March 23, 2015     3512 Market Street (Members 1st)          Theft by Unlawful Taking","March 23, 2015",42086,03/23/15,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,35,52,,,,,,,,,,,,
"March 19, 2015     Orrs Bridge Road/Conestoga Road          Theft by Unlawful Taking","March 19, 2015",42082,03/19/15,Orrs Bridge Road/Conestoga Road 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,34,51,,,,,,,,,,,,
"March 18, 2015     6251 Carlisle Pike (Freysinger Buick)          Theft by Unlawful Taking","March 18, 2015",42081,03/18/15,6251 Carlisle Pike (Freysinger Buick) 17011,6251 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,17,40,57,,,,,,,,,,,,
"March 8, 2015     6325 Carlisle Pike (Holiday Inn Express)          Theft by Unlawful Taking","March 8, 2015",42071,03/08/15,6325 Carlisle Pike (Holiday Inn Express) 17011,6325 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,43,59,,,,,,,,,,,,
"March 6, 2015     4900 Woodland Drive (Microtel)           Theft by Unlawful Taking","March 6, 2015",42069,03/06/15,4900 Woodland Drive (Microtel) 17011,4900 Woodland Drive  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,33,49,,,,,,,,,,,,
"March 6, 2015     5301 Simpson Ferry Road (Giant)           Theft by Unlawful Taking","March 6, 2015",42069,03/06/15,5301 Simpson Ferry Road (Giant) 17011,5301 Simpson Ferry Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,34,50,,,,,,,,,,,,
"March 3, 2015     3512 Trindle Road (West Shore Hearing Center)          Theft by Unlawful Taking","March 3, 2015",42066,03/03/15,3512 Trindle Road (West Shore Hearing Center) 17011,3512 Trindle Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,48,64,,,,,,,,,,,,
"March 2, 2015     6000 block of William Drive          Theft by Unlawful Taking","March 2, 2015",42065,03/02/15,6000 block of William Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,16,30,46,,,,,,,,,,,,
"February 25, 2015     6300 block of Stephens Crossing          Theft by Unlawful Taking","February 25, 2015",42060,02/25/15,6300 block of Stephens Crossing 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,34,54,,,,,,,,,,,,
"February 18, 2015     6327 Forrest Drive           Theft by Unlawful Taking","February 18, 2015",42053,02/18/15,6327 Forrest Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,21,41,,,,,,,,,,,,
"February 18, 2015     2500 block of Warren Way          Theft by Unlawful Taking","February 18, 2015",42053,02/18/15,2500 block of Warren Way 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,27,47,,,,,,,,,,,,
"February 14, 2015     4833 Carlisle Pike (Community Aid)           Theft by Unlawful Taking","February 14, 2015",42049,02/14/15,4833 Carlisle Pike (Community Aid) 17011,4833 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,37,57,,,,,,,,,,,,
"February 10, 2015     First block of Jamestown Square          Theft by Unlawful Taking","February 10, 2015",42045,02/10/15,First block of Jamestown Square 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,20,34,54,,,,,,,,,,,,
"January 31, 2015     6040 Carlisle Pike (Ollies)           Theft by Unlawful Taking","January 31, 2015",42035,01/31/15,6040 Carlisle Pike (Ollies) 17011,6040 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 30, 2015     5505 Carlisle Pike (Dennys)         Theft by Unlawful Taking","January 30, 2015",42034,01/30/15,5505 Carlisle Pike (Dennys) 17011,5505 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 19, 2015     5327 East Trindle Road (Johnny Joes)          Theft by Unlawful Taking","January 19, 2015",42023,01/19/15,5327 East Trindle Road (Johnny Joes) 17011,5327 East Trindle Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,39,58,,,,,,,,,,,,
"January 19, 2015     6060 Carlisle Pike           Theft by Unlawful Taking","January 19, 2015",42023,01/19/15,6060 Carlisle Pike 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,21,40,,,,,,,,,,,,
"January 11, 2015     3449 Simpson Ferry Road (Lower Allen Diner)          Theft by Unlawful Taking","January 11, 2015",42015,01/11/15,3449 Simpson Ferry Road (Lower Allen Diner) 17011,3449 Simpson Ferry Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,19,46,65,,,,,,,,,,,,
"January 7, 2015     6281 Carlisle Pike (Lehman Volvo)          Theft by Unlawful Taking","January 7, 2015",42011,01/07/15,6281 Carlisle Pike (Lehman Volvo) 17011,6281 Carlisle Pike  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,36,54,,,,,,,,,,,,
"January 6, 2015     410 St Johns Church Road (Coliseum)          Theft by Unlawful Taking","January 6, 2015",42010,01/06/15,410 St Johns Church Road (Coliseum) 17011,410 St Johns Church Road  17011,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,38,56,,,,,,,,,,,,
"January 4, 2015     6000 block of Mockingbird Drive           Theft by Unlawful Taking","January 4, 2015",42008,01/04/15,6000 block of Mockingbird Drive 17011,#VALUE!,Theft by Unlawful Taking,Theft by Unlawful Taking,#VALUE!,,18,34,52,,,,,,,,,,,,
"November 17, 2016     4870 Carlisle Pike (Karns)          Theft by Unlawful Taking    D","November 17, 2016",42691,11/17/16,4870 Carlisle Pike (Karns) 17011,4870 Carlisle Pike  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,20,29,49,,,,,,,,,,,,
